title,url,is_process
不论跳不跳槽，简历越早写上这个，越稳！！！,https://mp.weixin.qq.com/s/5zCdLh236iXd-MBtqP0gZA,1
闲鱼99元买的大数据手记，靠谱！,https://mp.weixin.qq.com/s/E7vqLOnYeTziJuQH6JpviA,1
笑死，现在还真是什么人都敢当程序员了,https://mp.weixin.qq.com/s/2__F4wt52nAgcJoqSXE6LQ,1
Kafka淘汰倒计时！大数据人必备的新一代消息平台，彻底火了？,https://mp.weixin.qq.com/s/kD5hmLda6SsS5noyWjXyeQ,1
说实话Netty真的挺难的！,https://mp.weixin.qq.com/s/5xdXuTmMQCr3cmN6a-7Hvw,1
死磕FB大佬算法“标答”，一个月上岸Google！,https://mp.weixin.qq.com/s/uiP6gsKN9eTSAAZinDXaKA,1
知乎热榜：程序员达到什么水平能拿到20k月薪,https://mp.weixin.qq.com/s/t4GmWoLPb5ahbmRHYhDIKg,1
"阿里 P9 揭秘职场晋升""潜规则""",https://mp.weixin.qq.com/s/3hpZy1I8zF4pzdqHwesRbQ,1
赚的那点钱算个毛啊！,https://mp.weixin.qq.com/s/1m5C7htnyzGGWO-UwIfA1g,1
字节面试官：惊了，面试100个实习生，清一色的学PyTorch...,https://mp.weixin.qq.com/s/kN7GU-4TwrUGOFXFKuqfrA,1
4个写进简历的京东AI项目实战,https://mp.weixin.qq.com/s/jVjMvaDCNBlz2WZlLNILsg,1
给大家整理的93家大厂面试真题，校招社招都有,https://mp.weixin.qq.com/s/i9ubrSxkRldmZSXy9txUKA,1
晋升 Leader 后，99% 的程序员还不懂怎么面试别人！,https://mp.weixin.qq.com/s/1bNPkPFUafCsn7KdkCrYFA,1
三流面试问技术，二流面试问平台，一流面试……,https://mp.weixin.qq.com/s/2pCMzJFRMC02eE6yBX7Khw,1
35岁，没有公司会为你的阅历买单,https://mp.weixin.qq.com/s/qC13ORaJo6zXhhuVK-I1Nw,1
有了这个迹象，你就该辞职了,https://mp.weixin.qq.com/s/AkOXt95bIp-TJC3-_UcH0Q,1
普通人如何快速赚到100万？,https://mp.weixin.qq.com/s/vHCD-X8LKJfWtUhQImEHXA,1
算法学的这么差，你别毕业了,https://mp.weixin.qq.com/s/SVHS4eJ_Pvvs-RD-cfM9Dg,1
你为什么会被算法猜中心思？,https://mp.weixin.qq.com/s/Tll88nDlS30OS27d9xHJtg,1
学好设计模式，拒绝做 CRUD boy,https://mp.weixin.qq.com/s/TnpV_RiR3dQT_t4TtkKwQQ,1
跌了20%，心痛,https://mp.weixin.qq.com/s/HFQVB9VmXa1Xpx2yWXJYcQ,1
软件设计没做好，让你多加了多少冤枉班！,https://mp.weixin.qq.com/s/kjfnQxtM0c-7rbS1-g0fvw,1
普通人的机会在哪里？,https://mp.weixin.qq.com/s/g7KVuuPtO1Xt2gi4XcRnUg,1
如果你还在CRUD，你应该试试刻意练习了 ｜ 极客时间,https://mp.weixin.qq.com/s/0bwlR5pogvc11vaYrV6OaQ,1
五月抽奖：送小米打印机、白描会员,https://mp.weixin.qq.com/s/Ytq_ERcgmyWgg6x5tLiznw,1
架构师是怎样炼成的？,https://mp.weixin.qq.com/s/_8Y_riGl-RRrclJfay6uRQ,1
炒币不是未来,https://mp.weixin.qq.com/s/GG8h0IupWNMc8XTEBFbbXA,1
字节跳动终面：35K，18薪，什么时候能入职？,https://mp.weixin.qq.com/s/lfX-2uDEKGW9Ggm4a2wRHA,1
我们这只有工资的穷人啊,https://mp.weixin.qq.com/s/LKaYM7f7W4DXw7gnQxToKQ,1
有了这个迹象，你就该辞职了！,https://mp.weixin.qq.com/s/yFsin1g6F2EYoDQbGqwqHg,1
珍藏已久,https://mp.weixin.qq.com/s/kMoytlMnWYZp5pTeuVDNpA,1
肝了3天！如何设计实现一个通用的微服务架构？,https://mp.weixin.qq.com/s/RJPLZJXGwNbUgj3vihxfjw,1
吾爱免费神器！务必低调使用！,https://mp.weixin.qq.com/s/Z0bdeOjqz6I1q_jEyK-ADA,1
万万没想到。。,https://mp.weixin.qq.com/s/SpKgd7uQ18Cm7WS-3jqiBQ,1
4个可以写进简历的京东 NLP 项目实战,https://mp.weixin.qq.com/s/O4TZD7eimNQnXwEVrQP6Jw,1
又一本 Go 语言力作出版了,https://mp.weixin.qq.com/s/A9dRNhrKVU1mBKMBFOpung,1
分享几个业内技术大佬的秘笈,https://mp.weixin.qq.com/s/puFKQnnjAM7xMmkYXj6hig,1
有点慌，押中计算机考研专业课考题了。。。,https://mp.weixin.qq.com/s/C2gX9q27uprWma9RWbF70Q,1
刚刚，微信官宣1000W个微信红包封面，速度撸！！,https://mp.weixin.qq.com/s/TF1q1YTrpAwGHFfcD2T46Q,1
最新消息，99%程序员心爱的开发神器......,https://mp.weixin.qq.com/s/GU5kQPZl85Q-hy8hN0opBw,1
送一台闲置显示器，限时删！,https://mp.weixin.qq.com/s/1GwWpXyemCrwWvMv8o4-wg,1
风向变了！本科的程序员也是说裁就裁。。。,https://mp.weixin.qq.com/s/eGjZ8ka3LVakunC394uejA,1
学妹进字节啦~,https://mp.weixin.qq.com/s/GLo6hs2infzxynN64MjyIQ,0
农科院研发的银耳，高分纪录片都在推荐（送试吃，不满意包退）,https://mp.weixin.qq.com/s/sZsEpgSjSFcWjnCPJn3_kQ,0
湿气让你又胖又丑，别再只喝中药了！一颗薏湿糕，胜过8碗养生汤,https://mp.weixin.qq.com/s/bjVh423VCi0l_J6PhxURSA,0
耗时9年，她做出了中国女人戴起来醉美的首饰,https://mp.weixin.qq.com/s/qubJz5S21cFEH8J6FJM1Bg,0
【包揽整个夏天】福袋 | 暑期儿童夏装盲盒福袋开抢，内含11件超值产品！手速抢！,https://mp.weixin.qq.com/s/XZ2TUl81arV-f52TBFT6Yw,0
好用推荐| 2折买到3000元的戴森同款吹风机！三分钟吹干长发，掉发都越来越少了！！,https://mp.weixin.qq.com/s/BCT6hZ86zfHc_mPUx7K2kQ,0
不输神仙水，推荐三年的国货精华水，囤再多都不够.....,https://mp.weixin.qq.com/s/PwwFddg37fdRcdLdiyrW2w,0
张大千鉴藏标准器宝库首次问世！900件代表作、33场生前亲定个展、横跨半个世纪，画展活动资料全覆盖！限量珍藏！,https://mp.weixin.qq.com/s/j6DY_sNX6UNe-BQs_Taz1A,0
